,id,title,overview,genres,keywords,first_air_date,characters,popularity,imdb_id,averageRating,numVotes,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,tags
2694,13887,Lawman,"Lawman is an American western television series originally telecast on ABC from 1958 to 1962 starring John Russell as Marshal Dan Troop and featuring Peter Brown as Deputy Marshal Johnny McKay. The series was set in Laramie, Wyoming during 1879 and the 1880s. Warner Bros. already had several western series on the air at the time, having launched Cheyenne with Clint Walker as early as 1955. The studio continued the trend in 1957 with the additions of Maverick with James Garner and Jack Kelly, Colt .45 with Wayde Preston, and Sugarfoot with Will Hutchins. One year later, Warner Bros. added Lawman and Bronco with Ty Hardin.

Prior to the beginning of production, Russell and Brown and producer Jules Schermer made a pact to maintain the quality of the series so that it would not be seen as ""just another western."" At the start of season two, Russell and Brown were joined by Peggie Castle as Lily Merrill, the owner of the Birdcage Saloon, and a love interest for Dan.",Western,wyoming usa lawman\xa0 19th-century,1958-10-05,"['Marshal Dan Troop', 'Deputy Johnny McKay', 'Lily Merrill']",44.144,tt0051290,8.1,1008,tvSeries,Lawman,Lawman,0,1958,30,western wyoming usa lawman\xa0 19th-century brown time johnny 1880s sugarfoot trend garner peggie warner season troop preston prior love 1958 studio lawman clint walker castle birdcage pact saloon wayde continued joined start marshal year air american 1955 bros 45 television series maverick hutchins telecast 1962 colt jules dan schermer maintain additions producer western hardin laramie set 1957 production lily ty deputy starring featuring cheyenne bronco early originally kelly quality 1879 james mckay peter abc owner john wyoming russell jack launched merrill
2695,2979,Cyberchase,"Cyberchase is an American/Canadian television series for children ages 7-13. The series takes place in Cyberspace, a virtual world, and chronicles the adventures of three children, Jackie, Inez, and Matt, as they use math and problem solving skills to save Cyberspace and its leader, Motherboard, from The Hacker, the villain. Cyberchase has received generally positive reviews and won numerous awards. Thirteen/WNET New York and Nelvana produced the first five seasons, while Thirteen, in association with Title Entertainment, Inc. and WNET.ORG, produced seasons six through eight. The show airs on Public Broadcasting Service and PBS Kids GO! in the United States. All episodes have been released free on the Cyberchase Website. Since July 2010, Cyberchase has been put on hiatus, but was announced that starting in November, Cyberchase will be revived and start airing new episodes with its 9th season.",Animation Comedy Kids Mystery,educational,2002-01-21,"['Hacker (voice)', 'Jackie', 'Matt', 'Inez', 'Bianca', 'Motherboard', 'Delete (voice)']",44.125,tt0309141,6.9,3043,tvSeries,Cyberchase,Cyberchase,0,2002,30,animation comedy kids mystery educational received website released inez cyberchase reviews awards save ages season 9th july york canadian problem numerous revived takes solving title start hacker matt 7 american 13 public pbs kids org airing starting children television series entertainment episodes cyberspace 2010 produced place united adventures positive nelvana broadcasting hiatus november announced service leader states motherboard wnet jackie thirteen airs free virtual seasons math chronicles skills villain association generally
2696,60728,Kill la Kill,"Honnouji Academy is forcefully ruled by the iron-fisted control of its student council and its president, Satsuki Kiryuuin. Transfer student, Ryuuko Matoi, arrives on campus carrying a giant sword, that is actually half of a scissor. She is looking for the woman who holds the other half of her sword who killed her father. It is said that Satsuki Kiryuuin knows the identity of the killer but when Ryuuko confronts her she is beaten by the student council and their powerful ""goku uniforms"" whom she cannot match in strength. However, once Ryuuko receives her own ""Kamui"" by the name of Senketsu , the odds are lifted in her favor.",Action-&-Adventure Animation Comedy Sci-Fi-&-Fantasy,fight clothing school schoolgirl caste-system anime female-superhero henshin-heroes dramatic earnest excited,2013-10-04,"['Ryuko Matoi (voice)', 'Satsuki Kiryuin (voice)', 'Mako Mankanshoku (voice)', 'Mitsuzo Soroi (voice)', 'Tsumugu Kinagase (voice)', 'Hoka Inumuta (voice)', 'Ira Gamagori (voice)', 'Ragyo Kiryuin (voice)', 'Nui Harime (voice)', 'Shiro Iori (voice)', 'Nonon Jakuzure (voice)']",44.107,tt3114390,7.9,17251,tvSeries,KILL la KILL,Kiru ra kiru: KILL la KILL,0,2013,25,action-&-adventure animation comedy sci-fi-&-fantasy fight clothing school schoolgirl caste-system anime female-superhero henshin-heroes dramatic earnest excited ruled half powerful forcefully student favor carrying uniforms kiryuuin iron match receives honnouji woman father holds odds arrives sword control fisted killer identity lifted president beaten council scissor giant killed ryuuko kamui goku academy satsuki transfer senketsu campus confronts matoi strength
2697,80884,Ashes of Love,Jin Mi is the daughter of a flower deity who is fed a pill that prevents her from feeling or expressing romantic love. She gets tangled in a love triangle with Heavenly Prince Xu Feng and the ambitious Night Deity Run Yu.,Drama,love-triangle romance sibling-rivalry misunderstanding tearjerker star-crossed-lovers hidden-identity xianxia lovers-separated fantasy,2018-08-02,"['Jin Mi', 'Xu Feng', 'Run Yu', 'Sui He', 'Liu Ying', 'Qi Luan', 'Tu Yao / Heavenly Empress', 'Tai Wei / Heavenly Emperor', 'Kuang Lu', 'Dan Zhu / Moon Immortal', 'Lin Xiu / Wind Deity', 'Luo Lin / Water Deity', 'Chief Peony', 'Liao Yuan Jun / Qin Tong', 'Zi Fen / Flower Deity', 'Lord Dou Mu', 'Yuan Ji / Fate Immortal', 'Lao Hu / Carrot Sprite', 'Yan You']",44.104,tt8976346,8.2,3200,tvSeries,Ashes of Love,Xiang Mi Chen Chen Jin Ru Shuang,0,2018,45,drama love-triangle romance sibling-rivalry misunderstanding tearjerker star-crossed-lovers hidden-identity xianxia lovers-separated fantasy xu jin fed mi heavenly daughter night pill feng ambitious romantic deity tangled prevents love flower expressing yu triangle feeling prince
2698,58937,Masters of Sex,"William Masters and Virginia Johnson are real-life pioneers of the science of human sexuality. Their research touched off the sexual revolution and took them from a midwestern teaching hospital to the cover of Time magazine and multiple appearances on Johnny Carson's couch. He is a brilliant scientist out of touch with his own feelings, and she is a single working mother ahead of her time. The series chronicles their unusual lives, romance, and unlikely pop culture trajectory.",Drama,sexuality unfaithfulness medical-research historical-drama sexologist 1950s 1960s,2013-09-29,"['William Masters', 'Virginia Johnson', 'Libby Masters', 'Betty DiMello']",44.096,tt2137109,7.9,38807,tvSeries,Masters of Sex,Masters of Sex,0,2013,60,drama sexuality unfaithfulness medical-research historical-drama sexologist 1950s 1960s teaching single unusual pop feelings series carson time trajectory pioneers johnny appearances scientist multiple magazine sexual ahead cover hospital couch william revolution brilliant working sexuality touched virginia lives mother midwestern romance touch culture real johnson science chronicles human life masters
2699,134331,Lighter and Princess,"As soon as Zhu Yun started college life, the world was completely turned upside down by the intrusion of ""bad boy"" Li Xun. He was regarded by Zhu Yun as a rich, ignorant and incompetent son, but his real identity was actually a special admissions student who was admitted by the school, and a rare programming genius. After several confrontations, the two have some appreciation for each other. The senior Fang Zhijing made things difficult for Zhu Yun many times, Li Xun took action to protect Zhu Yun, and invited her to join the preparation team he set up to win a major programming competition on behalf of the school.",Drama,revenge romance betrayal business university first-love,2022-11-03,"['Li Xun', 'Zhu Yun', 'Gao Jianhong', 'Ren Di', 'Fang Zhijing', 'Xu Lina', 'Fang Shumiao', 'Tian Xiuzhu', 'Dong Siyang', ""Zhu Guangyi [Zhu Yun's father]"", ""Liu Ailin [Zhu Yun's mother]"", ""Li Lan [Li Xun's elder sister]"", 'Xiao Liuzi', 'Uncle Qian', 'Chen Minmin', ""Hou Ning [Li Xun's prison friend]"", 'Zhang Xiao Pei', 'Han Jia Kang', 'Wu Mengxing', 'Liu Xiaoyan', 'Old Man Lin', 'Liu Sisi', 'Zhu Liye', 'Deng Yao', 'Zhang Jiao [professor of Class 1]', 'Jiang Xing Chi [Volleyball Player]', 'Fu Yizhuo', 'Zhao Teng', 'Zhang Fang', 'Guo Shijie', 'Lawyer Wang', ""Li Xun's mother"", ""Zhang Dagang [Li Lan's husband]"", ""Wu Yuxin [Fang Zhijing's current girlfriend]"", 'Lawyer Yuan', 'Aunt Jiang', 'Zhao Guowei', 'Peng Guorui', ""Li Xun's father"", 'CEO Chen', 'Coach Tang', 'Dorm Auntie', 'Chairman', 'CEO Chen, CEO of Lan Guan', 'Hall Manager', 'Secretary', 'Chinese Physician', 'Drunkard']",44.056,tt22460828,8.2,944,tvSeries,Lighter & Princess,"Dian ran wo, wen nuan ni",0,2022,\N,drama revenge romance betrayal business university first-love genius intrusion rare school identity admitted real upside major admissions college programming student ignorant xun invited completely yun turned action team competition son regarded rich life behalf fang protect senior things bad appreciation incompetent started confrontations set preparation difficult li win zhu join times special zhijing boy
2700,258451,一念永恒,一念永恒,Animation Action-&-Adventure Sci-Fi-&-Fantasy,martial-arts magic xianxia weak-to-strong fantasy wonderful,2020-08-12,"['白小纯 (voice)', '杜凌菲 (voice)', '李青候 / 张大胖 (voice)', '周心琪 (voice)', '侯小妹 (voice)', '宋君婉（voice）', '神算子', '陈恒 (voice)', '黄二胖 (voice)', '黑三胖 (voice)']",44.052,tt13695606,7.9,225,tvSeries,A Will Eternal,Yi Nian Yong Heng,0,2020,18,animation action-&-adventure sci-fi-&-fantasy martial-arts magic xianxia weak-to-strong fantasy wonderful 一念永恒
2701,92648,Arsenal Military Academy,"In 1910s China, nineteen year old Xie Xiang follows in her deceased brother's footsteps and enrolls in military school disguised as a man. She befriends her fellow cadets and and earns the respect of her instructors during the intense training. However, when the unfortunate arrival of the Imperial Japanese troops creates a web of distressing conspiracies, the batch and their allies are forced to prove their courage and resilience.",War-&-Politics Drama Action-&-Adventure,friendship romance cross-dressing military chinese-republican-era,2019-08-05,"['Xie Xiang', 'Gu Yanzhen', 'Shen Junshan', 'Qu Man Ting', 'Ji Jin', 'Shen Ting Bai', 'Li Wenzhong', 'Jin Xianrong', 'Guo Shu Ting', 'Lu Zhong Xin', 'Huang Song', 'Zhu Yanlin', 'An Wen', ""Xie Liangchen (Xie Xiang's brother)"", 'Cheng Rui Beile', 'Zhang Hao Ran', 'Lu Yong', 'Lin Xian Wei', 'Gu Qi Qi', ""Huang Song's brother-in-law"", 'Wang Bo Xun', 'Fu Jiu', 'Dong Xiao Wan', 'Madame Bai', 'Uncle Li', 'He Xing', 'Director Sheng', 'Huang He', 'Kushi Koji', 'Chen Rong', 'Song Mao Gong', 'Her Ladyship Rong', 'Zhao Qian Qian', 'Director He', 'Academy Deputy Director', 'Host', '', 'Qu Fu', 'Lieutenant General Miyazawa', ""Miss Zhu [Miss Du's friend]"", 'Shi Hu', 'Mrs. Qu [Qu Man Ting’s mother]', 'Captain He Lu Ming [Police]', 'Yuan Ping Ting', ""Xiao Tao [Man Ting's agent, assistant, nanny]"", 'Liang Yong [Song Xi Cheng’s aide]', 'Mayor Bai', 'Jiang Hao / Jiang Han Nian', 'Ms. He [Qu Housekeeper]', ""'Young Master'""]",44.045,tt11024384,8.3,936,tvSeries,Arsenal Military Academy,Lie Huo Jun Xiao,0,2019,\N,war-&-politics drama action-&-adventure friendship romance cross-dressing military chinese-republican-era nineteen befriends enrolls arrival xiang conspiracies courage imperial unfortunate resilience troops deceased china 1910s distressing prove japanese fellow training military earns creates year brother disguised school forced man allies intense web batch cadets xie respect footsteps instructors
2702,76759,GeGeGe no Kitaro,"Nearly twenty years into the 21st century, people have forgotten the existence of Yokai. When a number of unexplainable phenomena plague adults of the human world with confusion and chaos, thirteen-year-old Mana writes a letter to the Yokai Post in search of answers, only to be greeted by GeGeGe no Kitaro...",Comedy Sci-Fi-&-Fantasy Animation,supernatural remake based-on-manga demon youkai shounen anime,2018-04-01,"['Kitarou (voice)', 'Medama-Oyaji (voice)', 'Nurikabe', 'Konaki Jijii', 'Sunakake Babaa', 'Inuyama Mana', 'Ittan Momen', 'Neko Musume', 'Nezumi Otoko']",44.044,tt7899522,7.0,131,tvSeries,Gegege no Kitaro,Gegege no Kitarô,0,2018,23,comedy sci-fi-&-fantasy animation supernatural remake based-on-manga demon youkai shounen anime letter century answers greeted phenomena years search yokai 21st forgotten people existence gegege thirteen year kitaro writes unexplainable confusion chaos mana number post plague adults human
2703,85843,Kono Oto Tomare!: Sounds of Life,"Since the graduation of the senior members of the club, Takezou ends up being the sole member of the ""Koto"" (traditional Japanese string instrument) club. Now that the new school year has begun, Takezou will have to seek out new members into the club, or the club will become terminated. Out of nowhere, a new member barges into the near-abandoned club room, demanding to join the club. How will Takezou be able to keep his club alive and deal with this rascal of a new member?",Animation Drama,competition friendship romance slice-of-life school based-on-manga child-abandonment shounen anime traditional-music prodigy koto music family-estrangement,2019-04-07,"['Chika Kudo (voice)', 'Takezo Kurata (voice)', 'Satowa Hozuki (voice)', 'Saneyasu Adachi (voice)', 'Kota Mizuhara (voice)', 'Michitaka Sakai (voice)', 'Hiro Kurusu (voice)', 'Suzuka Takinami (voice)']",44.037,tt9886006,8.0,1403,tvSeries,Kono Oto Tomare!,Kono Oto Tomare!,0,2019,23,animation drama competition friendship romance slice-of-life school based-on-manga child-abandonment shounen anime traditional-music prodigy koto music family-estrangement members graduation deal instrument ends senior club alive member seek begun japanese rascal school year koto join string barges room demanding abandoned takezou traditional terminated sole
2704,41759,Angelito: Batang Ama,"Angelito: Batang Ama is a Philippine daytime drama series that premiered in ABS-CBN on November 14, 2011. The story revolves around a teenager who, after accidentally impregnating his high-school girlfriend, is left with no other choice but to live the bittersweet life of fatherhood and learn to overcome the challenges of raising a child. The series aired in one of the network's daytime slot under the Kapamilya Gold program lineup.",Drama,,2011-11-14,"['Rafael ""Raffy"" Montanez', 'Rachel Dimaano', 'Jenny Abella', 'Delfin Dimaano', 'Malena Mhaica Emily ""Mai-Mai"" Ambrosio', 'Spongky', 'Rowena Dimaano', 'Mervin', 'Larry Samaniego', 'Rosalie Dimaano-Snatos', 'Charlotte', 'Lina Abella', 'Seksi', 'Leo Samaniego', 'Angelito Santos', 'Amparo ""Pinang"" Santos', 'Migoy Abella', 'Teresa ""Tere"" Santos', 'Rona Dimaano', 'Adele Dimaano']",44.033,tt2111619,6.8,88,tvSeries,Angelito: Batang ama,Angelito: Batang ama,0,2011,\N,drama  cbn impregnating premiered series teenager abs challenges aired lineup story network revolves slot program drama girlfriend live choice 2011 ama raising philippine learn school fatherhood bittersweet child daytime life batang 14 high overcome accidentally angelito left kapamilya gold november
2705,49546,Our People,"Bizimkiler (Ours, Our People) was a Turkish drama, represented the lives of the people shared the same neighborhood. It is one of the longest-running series in Turkish television drama history.",Family Comedy,,1989-01-07,"['Şükrü Başaran (2)', 'Nazan Başaran', 'Şevket Başaran (2)', 'Mine Başaran', 'Cafer Haktanır', 'Sabri Dönmez', 'Ayla Dönmez', 'Sarhoş Cemil', 'Halil Aslan', 'Gülsüm Haktanır', 'Bilge Başaran', 'Ali Başaran', 'Ergun', 'Abbas', 'Davut Öztürk', 'Tak Tak Sedat', 'Yavuz Korkmaz', 'Yusuf', 'Aysel Güngör', 'Demet', 'Galip Öztürk', 'Nimet Yeşildal', 'Bülent', 'Raşit Yeşildal', 'Hüseyin Kocabaş', 'Sultan Kocabaş', 'Türkan Şener', 'Suna', 'Asım Aslan', 'Nedim Aslan', 'Aslı', 'Serpil', 'Bora', 'Cenap Yücelen', 'İbrikçi Sıtkı', 'Cem Başaran (2)', 'Dilek', 'Sevim', 'Ulviye (Ulrike) Öztürk', 'Halis Öztürk', 'Nazif Güngör', 'Muvaffak Güngör', 'Aydın Cansever']",44.028,tt0299268,8.3,3848,tvSeries,Bizimkiler,Bizimkiler,0,1989,60,family comedy  running television series longest turkish bizimkiler shared represented drama neighborhood people history lives
2706,34384,Saas Bina Sasural,"Saas Bina Sasural was an Indian comedy-drama television series based on the story of a young lady, Taanya, called Toasty, who has a ""sasural"" consisting of seven quirky men, deprived of a ""saas"". The series aired on Sony Entertainment Television India and Sony Entertainment Television Asia. Saas Bina Sasural premiered on 18 October 2010, and was produced by Vipul D. Shah of Optimystix Entertainment. The show went off-air on 6 September 2012 with a total of 411 episodes.",Drama Comedy,,2010-10-18,"['Tanya Tej Prakash Chaturvedi / Toasty', 'Tej Prakash Chatuvedi', 'Cheddilal Anandilal Chaturvedi', 'Anandilal Chaturvedi', 'Pashupatinath Chaturvedi', 'Nitika Ved Prakash Chaturvedi']",44.009,tt2272601,7.3,52,tvSeries,Saas Bina Sasural,Saas Bina Sasural,0,2010,\N,drama comedy  indian deprived sony television quirky premiered series men entertainment episodes young 2012 based aired story september asia 2010 6 drama called vipul produced total india taanya october sasural 411 shah comedy optimystix air consisting toasty 18 saas lady bina
2707,128979,Love After Divorce,"Newly single and ready to mingle, divorced men and women enter the Dolsing Village looking to date, cohabitate and find love again.",Reality,dating-show,2021-07-11,[],44.008,tt28665617,7.7,77,tvSeries,Love After Divorce,Love After Divorce,0,2021,\N,reality dating-show enter single village men mingle cohabitate divorced women newly love dolsing ready
2708,202783,A Killer Paradox,"When one accidental killing leads to another, an ordinary young man finds himself stuck in an endless cat-and-mouse chase with a shrewd detective.",Crime Comedy Mystery Drama,detective hacker ex-cop serial-killer young-adult antihero based-on-webcomic-or-webtoon dark-fiction,2024-02-09,"['Lee Tang', 'Jang Nan-gam', 'Song Chon']",44.003,tt28642796,7.2,6528,tvSeries,A Killer Paradox,Sarinja-ng-Nangam,0,2024,60,crime comedy mystery drama detective hacker ex-cop serial-killer young-adult antihero based-on-webcomic-or-webtoon dark-fiction killing leads detective young cat mouse man chase shrewd finds accidental endless ordinary stuck
2709,78670,Impulse,"16-year-old Henry Coles is an outsider in her new town of Reston, New York. With a major chip on her shoulder and no friends, she remains withdrawn and isolated, but everything changes when a traumatic encounter with a classmate triggers something deep within Henry— unleashing a power she cannot control.",Sci-Fi-&-Fantasy Action-&-Adventure Drama,autism trauma teleportation high-school female-protagonist sexual-assault hidden-powers superhuman-abilities mother-daughter-relationship,2018-06-06,"['Henrietta ""Henry"" Coles', 'Cleo Coles', 'Jenna Hope', 'Deputy Anne Hulce', 'Lucas Boone', 'Townes Linderman', 'Nikolai']",44.001,tt6160506,7.4,10628,tvSeries,Impulse,Impulse,0,2018,50,sci-fi-&-fantasy action-&-adventure drama autism trauma teleportation high-school female-protagonist sexual-assault hidden-powers superhuman-abilities mother-daughter-relationship henry withdrawn coles classmate outsider encounter power deep traumatic town control year shoulder remains friends isolated chip york 16 unleashing triggers major reston
2710,21016,Ser bonita no basta,Ser Bonita No Basta is a 2005 Venezuelan telenovela produced by RCTV and distributed internationally by RCTV International. Marjorie De Sousa and Ricardo Álamo star as the main protagonists while Fedra López and Hugo Vasquez star as the main antagonists.,Drama Soap,,2005-02-16,"['Coral Torres Olavarría', 'Alejandro Mendoza', 'Soledad Olavarría', 'Julián Mendoza ""El Duque""', 'Esmeralda Falcón', 'Carmela Guerra', 'Orlando Álvarez', 'Eduardo Márquez', 'Ezequiel Villavicencio', 'Teresa de Mendoza', 'Reynaldo Mantilla', 'Etelvina Martínez', 'Eilín Campos', 'Eilín Campos', 'Topacio Martínez', 'Asdrúbal Torres', 'Francisco Arias', 'Andreína Márquez', 'Ramiro Campos', 'Justo Olavarría']",44.001,tt0430855,8.9,47,tvSeries,Ser bonita no basta,Ser bonita no basta,0,2005,60,drama soap  antagonists vasquez international protagonists bonita main internationally lópez venezuelan produced marjorie sousa fedra star telenovela álamo ser ricardo basta hugo 2005 distributed rctv
2711,38852,Dong Yi,"Set during the reign of King Sukjong in the Joseon dynasty, the story focuses on Dong Yi, a water maid who gains the trust of Queen Inhyeon and later the favour of the king when he is moved by her prayers for the health of the Queen during the court disputes caused by Jang Hee Bin. Dong Yi becomes a concubine with the rank of sook-bin and bears a son who will later become the 21st king of Joseon, Yeongjo.",Drama,joseon-dynasty,2010-03-22,"['Dong Yi', 'Queen Inhyeon', 'Oh Tae-suk', 'King Sukjong', 'Jang Hee-Bin', 'Cha Jeon-Soo', '', 'Dong Yi (young)', 'Yeong-dal', 'Shim Woon-taek', 'Ge Dwo-ra', 'Queen Inwon', 'Oh Yun', 'Prince Eunpyeong', 'Jung Eum', 'Cha Soo-taek', '[Servant]', 'Queen Myeongseong']",44.0,tt1666209,8.0,2215,tvSeries,Dong Yi,Dong Yi,0,2010,60,drama joseon-dynasty trust disputes prayers focuses maid story dong hee reign dynasty 21st gains favour caused sukjong sook set bin yi yeongjo moved son bears inhyeon rank health court queen joseon jang concubine water king
2712,85219,Great Journey of Teenagers,"Wangyou, Master of Hanshui Temple died mysteriously and when the news about a golden coffin spreads throughout the world, it triggered disputes between the World of Martial arts. Join a group of youths, Lei Wujie, Xiao Se, Tang Lian, Sikong Qianluo, Heavenly Maiden Rui in their adventure as the mystery of the golden coffin unravels.",Animation Sci-Fi-&-Fantasy Action-&-Adventure,martial-arts fighting wuxia advanture antiquity inspirational fantasy passionate qihuan gufeng,2018-12-26,"['萧瑟 / 冥侯 (voice)', '雷无桀 (voice)', '白发仙 / 王人孙 (voice)', '司空千落 / 无双 (voice)', '唐莲 (voice)', '姬若风 / 谢宣 / 雷天痕 / 殷长松 (voice)', '无心 (voice)', '月姬 / 伯庸 (voice)', '司空长风 (voice)', '天女蕊 / 灵均 (voice)']",43.997,tt27911409,8.5,13,tvSeries,Youths and Golden Coffin,Shaonian Ge Xing,0,2018,24,animation sci-fi-&-fantasy action-&-adventure martial-arts fighting wuxia advanture antiquity inspirational fantasy passionate qihuan gufeng mysteriously news disputes arts youths spreads heavenly adventure master sikong mystery hanshui tang lian unravels rui martial golden join wujie coffin lei qianluo wangyou xiao died group maiden triggered temple
2713,41116,Ein starkes Team,Ein starkes Team,Drama Crime,crime-investigation,1994-03-28,"['Otto Garber', 'Yüksel Yüzgüler', 'Sputnik', 'Verena', 'Reddemann', 'Benedikt ‚Ben‘ Kolberg']",43.997,tt0874686,6.9,181,tvSeries,Ein starkes Team,Ein starkes Team,0,1994,90,drama crime crime-investigation starkes team ein
2714,61611,Pinocchio,"Choi Dal-po, a man whose family was ruined by a news channel, and Choi In-ha, his friend who has the Pinocchio Syndrome forbidding her from speaking lies, become journalists and strive to fight for justice.",Drama,journalism revenge bromance tragic-past news-report hidden-identity double-identity cohabitation wrongfully-accused new-media,2014-11-12,"['Choi In-ha', 'Choi Dal-po / Gi Ha-myeong', 'Seo Beom-jo', 'Yoon Yoo-rae', 'Song Cha-ok', 'Hwang Gyo-dong', 'Jang Hyeon-gyu', 'Gi Jae-myeong', 'Im Jae-hwan', 'Choi Gong-pil', 'Choi Dal-pyeong', 'Ahn Chan-soo', 'Gi Ho-sang', 'Young Gi Ha-myeong', 'Young Gi Jae-myeong', 'Lee Il-joo', 'Lee Young-tak', 'Kim Gong-joo', 'Park Ro-sa', 'Young Choi In-ha', ""Ha-myeong's Mother"", 'Cha Woo-cheol', 'Lee Joo-ho', 'Jo Won-goo']",43.975,tt4201628,8.1,9284,tvSeries,Pinocchio,Pinocchio,0,2014,59,drama journalism revenge bromance tragic-past news-report hidden-identity double-identity cohabitation wrongfully-accused new-media dal news ha justice lies channel strive journalists fight man choi speaking friend forbidding ruined syndrome family pinocchio
2715,252146,Who Killed Him?,"Through the points of view of the six people closest to him, the story of the unsolved murder of Mexican TV host Paco Stanley in 1999 is revealed behind the scenes where fame, betrayal and excess point to different suspects.",Crime Mystery Drama,,2024-05-24,"['Paco Stanley', 'Mario Bezares', 'Jorge Gil', 'Brenda', 'Paola Durante', 'Procurador Villareal', 'Benito Castro', 'Agente Bernardo', 'Agente Humberto', 'Rosaura Vidal', 'Chiquis', 'Gustavo Pascual', 'Jorge García', 'Gaby Ruffo', 'Tatiana', 'Luis Gabriel Valencia', 'Susana', 'Deborah', 'Chupis', 'Reportero #5', 'Sandra Santiago', 'Vecino Paola', 'Sergio García', 'Doctor Cruz', 'Castinera Paco', 'Cantinero', 'Mamá Paola', 'Sara Aldrete', 'Rea 2', 'Lucía', 'Rubí', 'Socio', 'Huichoo', 'Sicario ""El Bolas""', 'Sicario “El Hitler”', 'Sicario ""El Nalgón""', 'Self (archive footage)', 'Self (archive footage)']",43.961,tt32244849,7.1,579,tvSeries,¿Quién lo mató?,¿Quién lo mató?,0,2024,45,crime mystery drama  point betrayal closest view suspects story scenes stanley revealed fame mexican people paco murder host unsolved excess points 1999
2716,72000,L'appart du 5e,L'appart du 5e,Comedy Sci-Fi-&-Fantasy,roommate ghost young-adult,2013-01-15,"['Théophile Langevin', 'Vicky Lachapelle', 'Justine Pellan', 'Greg Joyal', 'Gonzague Chartier', 'Sylvain Sansouci', 'Marianne Pellan', 'Frank Ostiguy', 'Hans Schmitt']",43.955,tt3005648,7.0,22,tvSeries,L'appart du 5e,L'appart du 5e,0,2013,22,comedy sci-fi-&-fantasy roommate ghost young-adult 5e appart
2717,2443,Buck Rogers in the 25th Century,"20th-century astronaut Buck Rogers awakens in the 25th century after a freak accident puts him in suspended animation for 500 years. Upon returning to Earth and discovering the planet is recovering from a nuclear war, Buck uses his combat skills and ingenuity to protect Earth and fight evil throughout the galaxy alongside starfighter pilot Colonel Wilma Deering and robot companion Twiki.",Action-&-Adventure Sci-Fi-&-Fantasy,future time-travel extraterrestrial alien-invasion space-opera planetary-romance,1979-09-20,"['Buck Rogers', 'Wilma Deering', 'Dr. Goodfellow', 'Hawk', 'Admiral Efram Asimov', 'Twiki']",43.95,tt0078579,6.9,10593,tvSeries,Buck Rogers in the 25th Century,Buck Rogers in the 25th Century,0,1979,60,action-&-adventure sci-fi-&-fantasy future time-travel extraterrestrial alien-invasion space-opera planetary-romance protect century puts wilma awakens evil alongside ingenuity twiki years astronaut galaxy starfighter accident recovering 20th combat deering fight companion 25th discovering earth pilot returning colonel planet suspended animation rogers 500 buck robot war freak skills nuclear
2718,492,"Upstairs, Downstairs","Upstairs: the wealthy, aristocratic Bellamys. Downstairs: their loyal and lively servants. For nearly 30 years, they share a fashionable townhouse at 165 Eaton Place in London’s posh Belgravia neighborhood, surviving social change, political upheaval, scandals, and the horrors of the First World War.",Drama,period-drama master-servant-relationship social-change family-chronicle,1971-10-10,"['Edward Barnes', 'Angus Hudson', 'Daisy Barnes', 'Ruby Finch', 'Mrs. Bridges', 'Richard Bellamy']",43.945,tt0066722,8.4,3654,tvSeries,"Upstairs, Downstairs","Upstairs, Downstairs",0,1971,60,drama period-drama master-servant-relationship social-change family-chronicle eaton scandals downstairs social posh upheaval belgravia change 30 years political lively london neighborhood townhouse upstairs share loyal place fashionable bellamys wealthy aristocratic 165 surviving war horrors servants
2719,118642,Mr. & Mrs. Smith,"Meet the Smiths: two lonely strangers, John and Jane, who have given up their lives and identities to be thrown together as partners – both in espionage and in marriage.",Action-&-Adventure Comedy Drama,espionage marriage interracial-marriage based-on-movie intense,2024-02-01,"['John Smith', 'Jane Smith']",43.93,tt14044212,7.0,44571,tvSeries,Mr. & Mrs. Smith,Mr. & Mrs. Smith,0,2024,45,action-&-adventure comedy drama espionage marriage interracial-marriage based-on-movie intense thrown espionage smiths partners lives lonely john marriage identities jane strangers meet
2720,61789,Alaskan Bush People,"Deep in the Alaskan wilderness lives a newly discovered family who was born and raised wild. Billy Brown, his wife Ami and their seven grown children – 5 boys and 2 girls – are so far removed from civilization that they often go six to nine months of the year without seeing an outsider. They’ve developed their own accent and dialect, refer to themselves as a ""wolf pack,"" and at night, all nine sleep together in a one-room cabin. Simply put, they are unlike any other family in America. Recently, according to the Browns, the cabin where they lived for years was seized and burned to the ground for being in the wrong location on public land.",Reality Family,alaska,2014-05-06,"['Narrator', 'Himself - Father', 'Herself - Mother', 'Himself - 2nd eldest son', 'Himself - Strong Son', 'Himself - Nature Loving Son', 'Himself - Youngest Son', 'Herself - Oldest Daughter', 'Herself - Youngest Daughter']",43.927,tt3665674,6.0,2748,tvSeries,Alaskan Bush People,Alaskan Bush People,0,2014,42,reality family alaska brown grown outsider months location pack seized wilderness removed 5 raised night cabin year lived wife room dialect public refer family wild children ground wrong land civilization billy sleep 2 discovered boys girls ami years simply browns deep burned accent alaskan developed newly lives born wolf america
